Open,High,Low,Close,Volume
101.0086,101.0164,100.9429,100.9621,111584
100.9621,101.0168,100.9613,101.0,170873
100.9964,101.0072,100.9861,100.9964,192201
100.9964,100.9966,100.9078,100.9182,142703
100.9182,101.0072,100.8977,101.0072,129196
101.0072,101.0072,100.843,100.8453,145039
100.8453,100.8677,100.7577,100.7649,143235
100.7649,100.8805,100.7588,100.8411,221211
100.8483,100.8527,100.8442,100.8483,128808
100.8483,100.875,100.8274,100.8716,86629
100.8716,100.8821,100.808,100.8292,79785
100.8292,100.8567,100.8205,100.8508,76745
100.8508,100.8738,100.8411,100.8736,86558
100.8736,100.8819,100.8689,100.8772,129727
100.8772,100.9161,100.8453,100.9176,153847
100.8772,101.0098,100.8669,101.0353,121985
100.9949,101.006,100.8097,100.8903,119996
100.8108,100.9499,100.7978,100.9987,107272
100.9219,100.994,100.8921,101.0611,111667
100.987,101.0498,100.9591,101.0597,166592
101.0288,101.058,101.0216,101.0569,148027
101.0288,101.1871,100.9964,101.2107,124670
101.1854,101.2141,101.0431,101.0742,103217
101.0742,101.1062,100.9892,101.0127,94877
101.0127,101.2599,101.0066,101.2408,138114
101.2408,101.2599,101.2355,101.258,153085
101.2483,101.2496,101.2186,101.2483,186649
101.2483,101.3331,101.2447,101.3136,135477
101.3136,101.3321,101.1142,101.1353,144221
101.1353,101.1526,101.0938,101.1003,114041
101.1003,101.1543,101.0938,101.1376,128831
101.1376,101.1661,101.0955,101.1083,197457
101.1068,101.1177,101.1044,101.1068,105983
101.1068,101.1286,101.0959,101.1262,70746
101.1262,101.136,101.0679,101.0743,66777
101.0743,101.1074,101.0656,101.1067,64439
101.1067,101.1358,101.0995,101.1339,71806
101.1339,101.1346,101.0967,101.1083,111363
101.1155,101.1179,101.1149,101.1155,89797
101.1155,101.1172,101.0877,101.0939,60198
101.0939,101.1138,101.0829,101.1045,52397
101.1045,101.1083,101.0926,101.095,52283
101.095,101.1025,101.058,101.0595,61773
101.0595,101.0917,101.057,101.0866,94607
101.083,101.0995,101.0819,101.083,85936
101.083,101.1095,101.0365,101.0457,59323
101.0457,101.1566,101.0281,101.1544,59672
101.1544,101.1562,101.0816,101.0915,55221
101.0915,101.1223,101.0862,101.1129,57588
101.1129,101.1224,101.1016,101.1155,86376
101.1005,101.138,101.0866,101.1005,109298
101.1005,101.1044,101.0866,101.0974,70688
101.0974,101.1046,101.0866,101.0866,63795
101.0866,101.2039,101.0866,101.1927,75571
101.1927,101.2097,101.0866,101.1076,82103
101.1076,101.1815,101.1013,101.1769,124292
101.166,101.1805,101.1275,101.166,142356
101.166,101.1805,101.0169,101.043,113766
101.043,101.0868,101.0057,101.0359,82481
101.0359,101.0537,100.9812,100.997,87616
100.997,101.1494,100.9902,101.1025,110613
101.1025,101.1388,100.9626,100.9856,175265
100.9927,101.0,100.9726,100.9927,106970
100.9927,101.0,100.964,100.966,72403
100.966,101.0,100.9648,101.0,65242
101.0,101.0,100.9084,100.9253,70171
100.9253,100.933,100.8841,100.8997,72246
100.8997,100.9034,100.8847,100.8881,109436
100.8987,100.9036,100.8843,100.8987,130681
100.8987,100.9036,100.7818,100.7877,102493
100.7877,100.9036,100.783,100.9036,91830
100.9036,100.9036,100.8223,100.8557,81766
100.8557,100.8565,100.7975,100.8172,90416
100.8172,100.8337,100.6823,100.704,160009
100.7058,100.7332,100.6591,100.7058,164399
100.7058,100.8101,100.6916,100.774,119995
100.774,100.8082,100.6468,100.6671,113890
100.6671,100.8506,100.6173,100.8404,126275
100.8404,100.8816,100.8391,100.843,106236
100.843,100.8705,100.8307,100.8684,172701
100.8664,100.8872,100.8653,100.8664,121442
100.8664,100.9183,100.8628,100.9178,86021
100.9178,100.9195,100.893,100.9105,70393
100.9105,100.9408,100.8947,100.9359,72883
100.9359,100.9471,100.9071,100.919,80675
100.919,100.9583,100.8967,100.9494,128757
100.9927,101.0204,100.9873,100.9927,196905
100.9927,101.0689,100.9603,101.0466,140095
101.0466,101.1055,101.0338,101.1378,123842
101.0974,101.1146,101.0062,101.102,120504
101.0616,101.0962,101.0383,101.1256,132503
101.0852,101.1571,101.0845,101.2025,211529
101.1191,101.1194,101.1146,101.1961,95379
101.1191,101.135,101.1067,101.1473,61979
101.1136,101.1249,101.0317,101.0759,61895
101.045,101.0479,101.0144,101.0513,56861
101.0232,101.1166,101.0159,101.1336,71641
101.1083,101.1164,101.0357,101.0577,104931
101.0649,101.068,101.0641,101.0649,98922
101.0649,101.1301,101.0617,101.1104,69317
101.1104,101.116,101.0691,101.0782,60125
101.0782,101.1301,101.0755,101.1154,60688
101.1154,101.1301,101.1116,101.1202,64192
101.1202,101.1263,101.0773,101.0794,106909
101.0784,101.081,101.0737,101.0784,138629
101.0784,101.0923,101.0722,101.0722,90212
101.0722,101.079,101.0722,101.0722,79216
101.0722,101.1283,101.0722,101.1262,87686
101.1262,101.1396,101.1063,101.1089,92168
101.1089,101.1364,101.096,101.1299,144382
101.148,101.1493,101.146,101.148,76493
101.148,101.1516,101.1232,101.1424,49721
101.1424,101.1516,101.0711,101.0814,48982
101.0814,101.1392,101.0635,101.1347,48324
101.1347,101.1443,101.0624,101.0652,55932
101.0652,101.0948,101.0639,101.0793,78623
101.0794,101.0895,101.0738,101.0794,95399
101.0794,101.0943,101.0776,101.0866,62204
101.0866,101.1047,101.0793,101.0966,55588
101.0966,101.1021,101.0607,101.0622,58227
101.0622,101.0625,101.0546,101.0585,61769
101.0585,101.0797,101.0524,101.0714,97833
101.0722,101.0794,101.0689,101.0722,89031
101.0722,101.0794,101.0122,101.0336,61608
101.0336,101.0366,101.01,101.0269,51549
101.0269,101.0688,101.0194,101.0579,54002
101.0579,101.0593,101.0253,101.0304,60356
101.0304,101.0428,101.0217,101.0363,90076
101.0433,101.0441,101.0424,101.0433,91646
101.0433,101.0598,101.0385,101.0405,59247
101.0405,101.0521,101.0333,101.035,52935
101.035,101.0521,101.0198,101.0449,53392
101.0449,101.0459,100.9995,101.0029,63807
101.0029,101.0295,100.9968,101.0288,96344
101.0288,101.0335,101.0254,101.0288,79388
101.0288,101.0332,100.9869,100.9931,54637
100.9931,101.0185,100.9791,101.0074,46644
101.0074,101.0347,101.0065,101.0278,47196
101.0278,101.0314,100.956,100.9678,57092
100.9678,100.9998,100.9629,100.9928,83315
100.9964,101.0012,100.9865,100.9964,46572
100.9964,101.002,100.9664,100.9671,31675
100.9671,100.9703,100.9629,100.9656,26690
100.9656,100.9675,100.9594,100.962,26805
100.962,100.996,100.9546,100.9913,31676
100.9913,100.9914,100.9758,100.9783,47773
100.9711,100.9997,100.956,100.9711,75547
100.9711,101.0318,100.9687,101.0269,53929
101.0269,101.0532,101.0162,101.0471,44897
101.0471,101.0512,100.9874,100.9922,47857
100.9922,101.0794,100.9735,101.0727,56307
101.0727,101.0794,101.0714,101.0722,75626
101.0794,101.0828,101.0766,101.0794,100547
101.0794,101.0866,101.0746,101.0866,65558
101.0866,101.0866,101.0488,101.0505,61562
101.0505,101.0866,101.0434,101.0866,61562
101.0866,101.0866,101.0598,101.0634,67599
101.0634,101.0656,101.0631,101.0649,100841
101.0577,101.0609,101.0563,101.0577,69897
101.0577,101.0643,101.0566,101.0621,45327
101.0621,101.0701,101.0611,101.0649,40162
101.0649,101.0664,101.0437,101.0492,41182
101.0492,101.0507,101.0447,101.0493,44943
101.0493,101.0575,101.0465,101.0562,70852
101.0577,101.0611,101.0495,101.0577,111807
101.0577,101.0595,101.041,101.083,74025
101.0426,101.0555,101.0243,101.0782,64492
101.0378,101.0424,101.0216,101.1013,65941
101.0216,101.0317,101.0216,101.0985,71876
101.0216,101.0234,101.0216,101.0957,111809
101.0217,101.0343,101.0144,101.0526,120616
101.0217,101.1271,101.0148,101.1547,93642
101.1266,101.2161,101.1092,101.2268,79140
101.2015,101.2166,101.1812,101.2104,70136
101.2104,101.2131,101.1712,101.1832,81715
101.1832,101.2166,101.1738,101.2166,128607
101.2166,101.2291,101.192,101.2166,187913
101.2166,101.2693,101.2164,101.2446,127492
101.2446,101.2529,101.0577,101.0577,147041
101.0577,101.1257,101.0577,101.1138,119279
101.1138,101.1357,101.0636,101.0727,130597
101.0727,101.0943,101.0577,101.0758,189051
101.0748,101.0835,101.0705,101.0748,92886
101.0748,101.0761,101.0681,101.0711,60146
101.0711,101.0775,101.0503,101.0592,54334
101.0592,101.1071,101.0492,101.1063,58026
101.1063,101.1155,101.0814,101.0861,62096
101.0861,101.0868,101.077,101.0794,94124
101.0758,101.0776,101.0432,101.0758,107313
101.0758,101.0794,101.0692,101.0731,69354
101.0731,101.0737,101.0333,101.041,65224
101.041,101.0414,100.9581,100.9744,69398
100.9744,101.0191,100.9244,101.0061,73313
101.0061,101.0288,100.8725,100.9061,128546
100.9025,100.9133,100.8966,100.9025,148894
100.9025,100.9133,100.894,100.8959,96975
100.8959,100.8976,100.7824,100.8046,100482
100.8046,100.8406,100.7893,100.837,90550
100.837,100.8639,100.7543,100.7996,102800
100.7996,100.8138,100.7565,100.7653,159033
100.7652,100.7652,100.7588,100.7652,143172
100.7652,100.7652,100.7588,100.7652,92039
100.7652,100.7652,100.6549,100.6687,97486
100.6687,100.6744,100.6348,100.6587,83438
100.6587,100.7652,100.6487,100.7652,111501
100.7652,100.7652,100.6078,100.619,184720
100.6101,100.6157,100.6009,100.6101,132931
100.6101,100.6102,100.602,100.6095,85550
100.6095,100.6272,100.5625,100.5717,81680
100.5717,100.5983,100.56,100.5845,77899
100.5845,100.6462,100.5731,100.6462,95936
100.6462,100.6462,100.5883,100.5885,148182
100.5902,100.5921,100.5799,100.5902,91170
100.5902,100.6033,100.5491,100.562,61900
100.562,100.5719,100.5162,100.5162,56836
100.5162,100.5581,100.5162,100.542,54771
100.542,100.5451,100.5162,100.5162,61618
100.5162,100.5372,100.5162,100.5162,91173
100.5126,100.518,100.4889,100.5126,98973
100.5126,100.5896,100.5118,100.5676,70585
100.5676,100.6718,100.5591,100.6702,68108
100.6702,100.6707,100.4873,100.4873,77142
100.4873,100.6145,100.4873,100.6021,78155
100.6021,100.6697,100.5996,100.6606,110504
100.657,100.6628,100.6477,100.657,78012
100.657,100.672,100.6553,100.671,51550
100.671,100.709,100.6624,100.7004,47181
100.7004,100.7006,100.6626,100.6683,47425
100.6683,100.675,100.6633,100.6732,50637
100.6732,100.7108,100.6672,100.7076,83352
100.7139,100.7205,100.7117,100.7139,84379
100.7139,100.7158,100.7103,100.7531,54359
100.7128,100.7222,100.7083,100.7572,48608
100.7169,100.7318,100.7109,100.8008,48641
100.7213,100.7372,100.6866,100.7825,55917
100.7058,100.7071,100.6904,100.7706,85909
100.7034,100.7172,100.7024,100.7342,68302
100.7034,100.7171,100.6596,100.714,45428
100.686,100.6867,100.6086,100.6339,45017
100.6087,100.626,100.5812,100.5948,40107
100.5948,100.628,100.5843,100.6276,46767
100.6276,100.6278,100.5812,100.5885,73613
100.5956,100.5983,100.5945,100.5956,70412
100.5956,100.6037,100.5845,100.5984,45516
100.5984,100.6455,100.5936,100.6421,43729
100.6421,100.6563,100.6041,100.6534,42548
100.6132,100.6617,100.6077,100.6918,48717
100.6515,100.6555,100.6423,100.7292,70654
100.6462,100.6462,100.6369,100.7228,74735
100.6462,100.6462,100.6061,100.6889,51014
100.6151,100.6168,100.5856,100.6305,44002
100.5998,100.6062,100.5379,100.5658,47960
100.5379,100.5561,100.5379,100.563,48044
100.5379,100.5656,100.5379,100.5523,76878
100.5487,100.5536,100.5449,100.5487,70080
100.5487,100.5661,100.5426,100.5531,45449
100.5531,100.572,100.5448,100.5613,40692
100.5613,100.5741,100.5596,100.5737,41034
100.5737,100.5804,100.5467,100.5595,46322
100.5595,100.5747,100.5586,100.574,72106
100.5804,100.5828,100.5728,100.5804,73656
100.5804,100.5841,100.574,100.5764,47723
100.5764,100.5776,100.5149,100.5236,46515
100.5236,100.5571,100.4972,100.5287,42518
100.5287,100.5288,100.4999,100.5109,49021
100.5109,100.5122,100.4743,100.4801,78175
100.4729,100.4764,100.4606,100.4729,322589
100.4729,100.4978,100.4672,100.4937,215967
100.4937,100.5085,100.3926,100.3961,220149
100.3961,100.4211,100.3786,100.412,190169
100.412,100.4177,100.3432,100.3667,226094
100.3667,100.3853,100.3506,100.3646,323915
100.3682,100.3734,100.3579,100.3682,123869
100.3682,100.3717,100.3423,100.347,82993
100.347,100.3671,100.339,100.3629,73027
100.3629,100.384,100.3578,100.3814,73392
100.3814,100.389,100.3213,100.3312,87593
100.3312,100.3443,100.3312,100.3429,126752
100.3429,100.3458,100.3355,100.3429,113477
100.3429,100.4245,100.3357,100.4153,83474
100.4153,100.4194,100.3329,100.3356,75143
100.3356,100.346,100.3153,100.3216,66647
100.3216,100.3702,100.3152,100.3572,78117
100.3572,100.3683,100.3081,100.3177,122411
100.3213,100.322,100.3141,100.3213,69440
100.3213,100.3219,100.3141,100.3175,44980
100.3175,100.3993,100.3154,100.3909,45488
100.3909,100.3961,100.3607,100.3679,41495
100.3679,100.3836,100.3335,100.3401,47113
100.3401,100.399,100.322,100.3972,77342
100.4007,100.4053,100.3983,100.4007,129128
100.4007,100.4164,100.3983,100.4159,85529
100.4159,100.4213,100.3983,100.4426,75781
100.4024,100.5018,100.3983,100.5395,88042
100.4993,100.5074,100.4897,100.576,83453
100.4967,100.5041,100.4683,100.5638,131541
100.4873,100.4917,100.478,100.561,90681
100.4873,100.5018,100.4257,100.4689,63989
100.4382,100.4384,100.3849,100.4322,55317
100.4043,100.4233,100.3832,100.4207,52714
100.3956,100.414,100.3242,100.3305,65843
100.3305,100.3362,100.2924,100.2996,96270
100.2996,100.3196,100.2896,100.2996,114505
100.2996,100.321,100.2941,100.3099,75123
100.3099,100.313,100.2957,100.2969,67131
100.2969,100.3253,100.2739,100.3246,69049
100.3246,100.327,100.2202,100.2202,88936
100.2202,100.2275,100.2202,100.2238,115330
100.226,100.2274,100.2241,100.226,313626
100.226,100.2274,100.095,100.1263,241726
100.1263,100.1782,100.1151,100.1355,182512
100.1355,100.1357,100.0239,100.0364,214666
100.0364,100.0498,99.9829,100.0114,211676
100.0114,100.0172,99.9675,99.9954,323635
100.0017,100.0176,99.9916,100.0017,153193
100.0017,100.0034,99.9848,99.9856,101660
99.9856,100.0298,99.9739,100.0261,94631
100.0261,100.038,99.9609,99.9637,98458
99.9637,99.9904,99.9287,99.9341,104319
99.9341,99.9705,99.9332,99.9531,159030
99.9567,99.9603,99.9459,99.9567,126438
99.9567,99.9979,99.9459,99.9771,84600
99.9771,100.097,99.9689,100.0905,88643
100.0905,100.0933,100.0311,100.0896,78160
100.0496,100.1083,100.0324,100.1483,90823
100.1083,100.1083,100.066,100.1765,129174
100.0975,100.1079,100.0868,100.1737,102498
100.0975,100.1957,100.0922,100.2385,74784
100.165,100.1799,100.0819,100.1179,67671
100.0873,100.1224,100.0674,100.1433,61878
100.1155,100.1569,100.096,100.1627,68802
100.1377,100.2108,100.1287,100.1878,112771
100.1913,100.1995,100.1805,100.2314,98827
100.1913,100.21,100.1805,100.2206,64901
100.1805,100.3313,100.1805,100.3534,71445
100.3133,100.3325,100.2461,100.3428,62061
100.2637,100.3574,100.2553,100.4274,74603
100.351,100.3574,100.3283,100.385,98921
100.3502,100.3525,100.3305,100.3809,123460
100.3502,100.3703,100.3305,100.3927,81684
100.3648,100.4265,100.3466,100.4394,77506
100.4143,100.4946,100.4089,100.4946,81834
100.4946,100.4946,100.3898,100.4379,94699
100.3977,100.4946,100.379,100.5347,147289
100.4946,100.4946,100.4739,100.5348,108583
100.4946,100.4946,100.4732,100.5149,72570
100.4747,100.4756,100.4511,100.4951,64490
100.4549,100.4552,100.4271,100.4714,64833
100.4323,100.4335,100.4121,100.4586,71193
100.4223,100.4238,100.3935,100.4271,114799
100.3935,100.4007,100.3685,100.4242,100653
100.3935,100.4079,100.3929,100.4358,66561
100.4079,100.4079,100.3478,100.3968,61661
100.3717,100.3747,100.3048,100.3281,62513
100.3281,100.3564,100.213,100.2404,76006
100.2404,100.2721,100.213,100.2232,104112
100.2419,100.2506,100.2285,100.2419,69033
100.2419,100.2577,100.2408,100.2506,45150
100.2506,100.2544,100.2466,100.2469,39739
100.2469,100.3029,100.2446,100.2958,43297
100.2958,100.3007,100.2897,100.3,44745
100.3,100.3011,100.2777,100.278,72063
100.278,100.2867,100.267,100.278,54701
100.278,100.3008,100.2735,100.3006,36751
100.3006,100.3181,100.3006,100.3124,31992
100.3124,100.3207,100.2919,100.3094,31446
100.3094,100.3134,100.3011,100.3034,35581
100.3034,100.3392,100.2927,100.3359,58244
100.3393,100.3412,100.3351,100.3393,71270
100.3393,100.3407,100.327,100.3297,46697
100.3297,100.3344,100.3259,100.3333,41018
100.3333,100.3556,100.3245,100.3511,42171
100.3511,100.3535,100.3279,100.3365,47147
100.3365,100.3381,100.3095,100.3141,74455
100.3188,100.323,100.3175,100.3188,47217
100.3188,100.3218,100.2845,100.29,32097
100.29,100.2956,100.2843,100.2875,27118
100.2875,100.2963,100.2728,100.2765,27568
100.2765,100.2972,100.2491,100.2491,32013
100.2491,100.2568,100.2491,100.2492,47229
100.2527,100.2531,100.2485,100.2527,49846
100.2527,100.2639,100.2516,100.2583,32403
100.2583,100.2591,100.2559,100.2583,28485
100.2583,100.266,100.2241,100.2277,30223
100.2277,100.2628,100.2233,100.2626,34278
100.2626,100.2628,100.2331,100.2437,51731
100.2419,100.2455,100.234,100.2419,81580
100.2419,100.2491,100.2029,100.2072,56071
100.2072,100.2125,100.1814,100.1988,47404
100.1988,100.2214,100.1913,100.2199,48579
100.2199,100.2212,100.1047,100.1058,64378
100.1058,100.1765,100.1047,100.1626,90827
100.148,100.1716,100.139,100.148,57154
100.148,100.1689,100.145,100.1597,37601
100.1597,100.1693,100.1066,100.1211,35176
100.1211,100.1344,100.0975,100.0975,34200
100.0975,100.1104,100.0975,100.0975,36742
100.0975,100.1009,100.0975,100.0975,57158
100.0975,100.1136,100.096,100.0975,77490
100.0975,100.1375,100.0971,100.135,53545
100.135,100.1906,100.1337,100.1906,49201
100.1906,100.1906,100.1326,100.1439,48411
100.1439,100.1562,100.1361,100.1418,50026
100.1418,100.1849,100.136,100.1769,82931
100.1697,100.1721,100.1675,100.1697,52779
100.1697,100.1782,100.1514,100.1552,34908
100.1552,100.1553,100.1395,100.1474,30630
100.1474,100.1474,100.1325,100.1414,30525
100.1414,100.1538,100.1365,100.1511,34588
100.1511,100.1554,100.1275,100.13,55003
100.13,100.1387,100.1169,100.13,65396
100.13,100.1303,100.1223,100.1258,42395
100.1258,100.1349,100.1248,100.1345,38020
100.1345,100.1377,100.1256,100.1261,37998
100.1261,100.1282,100.1082,100.1111,43300
100.1111,100.1248,100.1061,100.1128,65628
100.1047,100.1076,100.0936,100.1047,68770
100.1047,100.1079,100.0901,100.0933,45219
100.0933,100.1274,100.0924,100.1257,41844
100.1257,100.1289,100.1166,100.1223,39568
100.1223,100.1353,100.1203,100.1322,45084
100.1322,100.135,100.1176,100.1178,70746
100.1117,100.1144,100.1068,100.1117,43721
100.1117,100.1156,100.1045,100.1143,28253
100.1143,100.1209,100.1024,100.1059,25402
100.1059,100.1195,100.1042,100.1152,25449
100.1152,100.1241,100.1145,100.1232,28551
100.1232,100.1263,100.1044,100.1058,45243
100.1047,100.1063,100.1031,100.1047,36206
100.1047,100.1066,100.1022,100.1044,23290
100.1044,100.1046,100.0835,100.084,21530
100.084,100.1014,100.083,100.1012,21398
100.1012,100.1036,100.0975,100.0981,23419
100.0981,100.1013,100.0867,100.0896,36822
100.0975,100.0993,100.0885,100.0975,74534
100.0975,100.1148,100.0817,100.0859,49025
100.0859,100.0936,100.0427,100.0548,45236
100.0548,100.0556,100.0079,100.0236,45248
100.0236,100.0373,100.0086,100.0117,49050
100.0117,100.0169,100.0082,100.0144,74931
100.0177,100.0297,100.0134,100.0177,125265
100.0177,100.0414,100.016,100.0414,84343
100.0414,100.0414,99.9982,100.0438,76960
100.0038,100.0414,100.0003,100.0814,76960
100.0414,100.0414,100.0343,100.1203,80527
100.0414,100.0414,100.0205,100.1013,129326
100.0325,100.0331,100.0256,100.1059,83505
100.0325,100.0416,100.0144,100.045,55624
100.0144,100.1475,100.0144,100.1641,59347
100.1363,100.1512,100.0161,100.0535,58001
100.0285,100.1311,100.025,100.1277,64323
100.1277,100.1485,100.1083,100.1437,86186
100.1588,100.1609,100.1539,100.1588,67016
100.1588,100.1696,100.1517,100.2018,43335
100.1617,100.1625,100.1341,100.1794,40010
100.1393,100.1655,100.1277,100.1985,39755
100.1584,100.1991,100.1532,100.2614,45148
100.1824,100.2058,100.1732,100.2821,70146
100.2014,100.211,100.1973,100.2348,66566
100.2014,100.2061,100.1904,100.2238,43495
100.1932,100.1971,100.1627,100.2024,39446
100.1746,100.1873,100.1569,100.1922,38600
100.1672,100.171,100.1606,100.1638,43080
100.1638,100.1835,100.1631,100.1822,69010
100.1805,100.185,100.1803,100.1805,53413
100.1805,100.1989,100.1749,100.1968,35458
100.1968,100.2337,100.1944,100.2309,32599
100.2309,100.2376,100.2185,100.2222,31056
100.2222,100.2292,100.197,100.1982,35980
100.1982,100.233,100.1838,100.2238,56146
100.2238,100.2289,100.2224,100.2238,31905
100.2238,100.2257,100.2169,100.2176,20763
100.2176,100.2222,100.1985,100.1993,18898
100.1993,100.2119,100.1992,100.2113,18670
100.2113,100.2176,100.2091,100.2147,20649
100.2147,100.2157,100.2126,100.213,32019
100.213,100.224,100.2112,100.213,61823
100.213,100.2419,100.2101,100.2419,42036
100.2419,100.2419,100.2122,100.2155,37188
100.2155,100.2212,100.1211,100.1281,41488
100.1281,100.1607,100.1194,100.1541,41804
100.1541,100.1554,100.1248,100.1323,64517
100.1263,100.1338,100.1219,100.1263,53710
100.1263,100.1404,100.1105,100.1368,35253
100.1368,100.1488,100.118,100.1396,30863
100.1396,100.1978,100.1279,100.1908,33829
100.1908,100.2124,100.1906,100.2066,35621
100.2066,100.2202,100.1967,100.2602,55157
100.2196,100.2243,100.2176,100.2597,91130
100.2196,100.2581,100.2148,100.2889,61999
100.2488,100.2521,100.2373,100.3281,52093
100.249,100.2687,100.2442,100.3323,52806
100.256,100.341,100.2542,100.3694,67937
100.336,100.3466,100.3102,100.3505,94088
100.3112,100.3116,100.3049,100.3391,53194
100.3112,100.3119,100.2902,100.3213,35217
100.2962,100.3194,100.2885,100.3187,31760
100.3187,100.3188,100.2959,100.2984,31629
100.2984,100.3104,100.2925,100.3073,34802
100.3073,100.308,100.2915,100.2924,54774
100.2983,100.3027,100.2974,100.2983,66697
100.2983,100.3464,100.2852,100.3331,45856
100.3331,100.3402,100.2852,100.2852,41757
100.2852,100.4224,100.2852,100.4224,48540
100.4224,100.4224,100.366,100.3796,46538
100.3796,100.4203,100.3608,100.4188,71918
100.4224,100.4224,100.4167,100.4224,97339
100.4224,100.4325,100.42,100.4312,63678
100.4312,100.4478,100.4187,100.4875,57401
100.4473,100.4484,100.4349,100.4819,56239
100.4417,100.5289,100.4398,100.54,69809
100.4998,100.529,100.4916,100.5956,100542
100.5162,100.5195,100.5065,100.5927,64248
100.5162,100.5175,100.4849,100.5279,43095
100.4944,100.5234,100.4847,100.5541,38833
100.5234,100.5234,100.4378,100.4772,42125
100.4493,100.4612,100.418,100.4474,43524
100.4223,100.4241,100.4146,100.4224,64267
100.4224,100.4249,100.4214,100.4224,61217
100.4224,100.4286,100.4083,100.4194,39587
100.4194,100.4228,100.3706,100.3796,37755
100.3796,100.3945,100.3596,100.3638,36079
100.3638,100.3998,100.3497,100.3918,41547
